NM_025300,1.291070625,-0.790337319,-0.790337319,0.289604013
NM_001177658,1.5,-0.5,-0.5,-0.5
NM_008866,-0.623585128,-0.943024372,0.285954793,1.280654707
NM_011541,1.2777848,-0.796293253,0.314801707,-0.796293253
NM_001159750,-0.608548344,-1.044682386,0.533595142,1.119635588
NM_001159751,-0.5,1.5,-0.5,-0.5
NM_133826,-0.808997291,0.371908324,1.246086259,-0.808997291
NM_009826,-0.5,1.5,-0.5,-0.5
NM_183028,0.351825085,-0.317464319,-1.195069423,1.160708658
NR_015470,-0.5,1.5,-0.5,-0.5
NM_173443,-0.310889404,-0.775428714,1.468365674,-0.382047557
NM_133220,-0.5,-0.5,-0.5,1.5
NM_001037759,-0.5,-0.5,1.5,-0.5
NR_024067,1.475584426,-0.618922791,-0.618922791,-0.237738844
NM_013715,0.370394533,-1.409933874,0.110762738,0.928776603
NM_001277101,-0.5,-0.5,-0.5,1.5
NM_026493,-0.5,-0.5,-0.5,1.5
NM_001102430,0.065946814,-1.122007765,1.295857678,-0.239796727
NM_029525,-0.5,-0.5,-0.5,1.5
NR_045297,-0.61560547,-0.61560547,1.477034405,-0.245823466
NM_001077695,-0.532294536,-0.532294536,-0.433792963,1.498382034
NM_028173,0.970063258,0.2812825,-1.399276242,0.147930485
NM_145381,-0.685334232,-0.685334232,-0.063420722,1.434089186
NR_004447,1.486048276,-0.685785171,-0.37616591,-0.424097195
NM_011291,1.404890403,-0.311657501,-0.953785623,-0.139447278
NR_073122,-0.5,-0.5,-0.5,1.5
NM_026456,-0.590603477,-0.741562603,-0.112999499,1.445165579
NM_027415,-1.015490636,-0.156125716,1.378922635,-0.207306283
NM_016923,-0.600273342,-0.600273342,-0.282531184,1.483077867
NM_001159711,-0.5,1.5,-0.5,-0.5
NM_008563,1.386835749,0.076593452,-0.729773338,-0.733655863
NM_001081079,-0.828906212,-0.828906212,1.183630024,0.4741824
NM_001290683,1.016339074,-0.858834151,0.701329229,-0.858834151
NM_026503,1.5,-0.5,-0.5,-0.5
NM_026719,-0.513475395,1.497770439,-0.557753788,-0.426541256
NM_001081080,-0.849657852,0.612670368,-0.849657852,1.086645337
NM_011200,1.5,-0.5,-0.5,-0.5
NR_002688,-0.246655517,-0.826362011,1.453188527,-0.380170999
NM_001159729,1.5,-0.5,-0.5,-0.5
NM_001290699,1.5,-0.5,-0.5,-0.5
NM_133833,0.47462925,-0.871181124,-0.785884576,1.18243645
NM_027159,0.686321043,1.028724161,-0.857522602,-0.857522602
NM_178601,-0.731744909,-0.789068064,1.345848597,0.174964376
NM_011206,1.363775378,0.064341512,-0.95511649,-0.4730004
NM_174997,1.357024874,-0.359454078,0.016822257,-1.014393054
NM_145516,0.465217999,-1.186597115,1.107471181,-0.386092065
NM_015818,-0.31090277,1.487136887,-0.588117058,-0.588117058
NM_198899,0.849977983,0.881925501,-0.865951742,-0.865951742
NM_153408,1.5,-0.5,-0.5,-0.5
NM_145996,-0.603926121,-0.603926121,1.481733891,-0.273881648
NM_172652,-0.519972653,1.499389255,-0.45944395,-0.519972653
NM_001013374,-0.3725321,-0.528328971,1.493577936,-0.592716865
NM_033570,-0.5,1.5,-0.5,-0.5
