gene_name,em0-2hr,em2-4hr,em4-6hr,em6-8hr,em8-10hr,em10-12hr,em12-14hr,em14-16hr,em16-18hr,em18-20hr,em20-22hr,em22-24hr
128up,3.92E+01,1.36E+01,2.01E+01,2.82E+01,3.01E+01,4.19E+01,3.08E+01,2.39E+01,1.84E+01,1.41E+01,1.64E+01,1.53E+01
14-3-3epsilon,8.21E+01,1.35E+02,1.01E+02,1.13E+02,1.03E+02,9.40E+01,7.99E+01,6.80E+01,7.01E+01,5.09E+01,5.45E+01,5.98E+01
14-3-3zeta,2.01E+01,2.66E+01,2.63E+01,3.85E+01,4.66E+01,6.09E+01,7.61E+01,3.74E+01,5.78E+01,5.28E+01,5.58E+01,7.02E+01
140up,6.97E+00,2.47E+00,4.01E+00,4.80E+00,5.11E+00,6.02E+00,7.12E+00,3.05E+00,4.60E+00,2.94E+00,2.79E+00,3.16E+00
18w,1.17E+00,2.45E+01,4.98E+01,4.84E+01,4.18E+01,2.78E+01,3.00E+01,2.88E+01,1.42E+01,8.94E+00,4.18E+00,4.15E+00
26-29-p,4.07E+02,5.89E+01,5.69E+00,2.70E+00,3.86E+00,4.86E+00,7.09E+00,1.53E+01,1.22E+01,1.01E+01,4.46E+00,4.98E+00
2mit,1.02E-02,1.00E-01,2.44E-01,1.53E-01,1.62E-01,2.36E-01,8.27E-01,8.88E-01,1.37E+00,1.18E+00,8.43E-01,1.13E+00
312,3.48E+00,3.51E+00,5.17E+00,5.20E+00,4.85E+00,5.85E+00,4.11E+00,2.99E+00,2.50E+00,2.09E+00,2.41E+00,2.42E+00
4EHP,1.47E+00,1.55E+00,2.39E+00,1.42E+00,1.32E+00,1.05E+00,1.57E+00,1.21E+00,1.85E+00,1.79E+00,2.33E+00,3.01E+00
5-HT1A,6.96E-04,2.97E-03,1.76E-03,4.08E-03,6.15E-03,9.84E-03,3.56E-02,1.79E-01,3.65E-01,5.41E-01,5.11E-01,5.69E-01
5-HT1B,0.00E+00,4.15E-03,2.47E-03,7.93E-03,9.17E-03,1.24E-02,4.04E-02,1.95E-01,3.05E-01,4.46E-01,5.39E-01,6.32E-01
5-HT2,1.45E-02,3.25E-01,5.49E-01,1.75E-01,1.15E-01,1.03E-01,9.71E-02,7.82E-02,9.04E-02,1.08E-01,1.57E-01,1.92E-01
5-HT7,1.17E-03,4.31E-03,4.87E-03,2.34E-03,3.91E-03,6.68E-03,3.97E-02,1.19E-01,1.89E-01,2.64E-01,2.42E-01,3.03E-01
5.8SrRNA:CR40454,1.12E+00,2.16E+00,2.92E+00,1.16E+01,1.06E+01,4.42E+00,9.66E+00,2.43E+00,4.23E+00,1.09E+01,8.24E+00,1.92E+01
5PtaseI,4.12E+00,7.80E-01,8.27E-01,1.39E+00,1.83E+00,2.45E+00,4.36E+00,2.95E+00,3.73E+00,3.37E+00,2.31E+00,3.27E+00
5SrRNA:CR33353,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33354,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33355,0.00E+00,0.00E+00,0.00E+00,2.76E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33357,0.00E+00,3.01E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33358,0.00E+00,5.10E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.68E-02,0.00E+00
5SrRNA:CR33359,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33360,0.00E+00,0.00E+00,1.69E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33361,0.00E+00,1.12E-01,8.43E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.84E-02
5SrRNA:CR33362,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33364,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33365,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33366,0.00E+00,9.37E-02,0.00E+00,2.98E-02,6.41E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33367,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33368,0.00E+00,3.68E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33369,2.23E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.73E-02,0.00E+00,2.01E-03,2.83E-02,2.12E-02,0.00E+00
5SrRNA:CR33370,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33372,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33373,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33374,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33375,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33376,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33377,0.00E+00,3.43E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33378,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33379,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33380,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33381,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33382,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33383,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33384,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33385,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33386,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33387,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33388,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33389,0.00E+00,3.35E-03,0.00E+00,0.00E+00,8.44E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33390,0.00E+00,3.68E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.71E-02,0.00E+00,0.00E+00
5SrRNA:CR33391,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33392,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33393,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33394,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33395,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33396,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.14E-02,0.00E+00
5SrRNA:CR33397,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33398,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33399,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33400,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33401,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33402,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33403,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33404,0.00E+00,1.51E-02,0.00E+00,5.09E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.91E-02,0.00E+00,0.00E+00
5SrRNA:CR33405,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33406,3.50E-02,3.93E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33407,6.10E-02,6.36E-02,0.00E+00,5.53E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.10E-02,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33408,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33409,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33410,0.00E+00,1.08E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33411,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33412,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33413,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33414,0.00E+00,3.68E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33415,0.00E+00,4.52E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33417,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33418,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33419,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33420,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33421,0.00E+00,0.00E+00,4.46E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33422,0.00E+00,0.00E+00,2.48E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33423,0.00E+00,6.28E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33424,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33425,1.26E-02,0.00E+00,2.13E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.82E-02
5SrRNA:CR33426,0.00E+00,3.43E-02,1.21E-01,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.91E-02,3.77E-02,0.00E+00
5SrRNA:CR33427,0.00E+00,0.00E+00,9.92E-04,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33428,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33429,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.77E-02,0.00E+00,0.00E+00
5SrRNA:CR33430,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33431,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33432,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33433,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33434,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33435,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33436,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33437,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33438,0.00E+00,3.60E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33439,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33440,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33441,0.00E+00,3.35E-02,1.84E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33442,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.71E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33443,0.00E+00,3.85E-02,3.77E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33444,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33445,0.00E+00,3.35E-02,2.13E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33446,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33447,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33448,0.00E+00,7.36E-02,2.03E-02,0.00E+00,0.00E+00,0.00E+00,1.52E-02,0.00E+00,0.00E+00,0.00E+00,4.32E-02,2.49E-02
5SrRNA:CR33449,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33450,0.00E+00,6.11E-02,3.77E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.17E-02,0.00E+00
5SrRNA:CR33451,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5SrRNA:CR33452,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7B2,8.17E-02,1.48E-01,1.41E-01,3.13E-01,5.63E-01,2.21E+00,2.28E+00,6.90E+00,1.59E+01,3.02E+01,3.25E+01,3.16E+01
7SLRNA:CR32864,4.95E+01,7.20E+01,3.10E+01,7.97E+01,8.65E+01,7.99E+01,7.83E+01,1.83E+02,1.58E+02,3.52E+02,1.85E+02,1.12E+02
7SLRNA:CR42652,5.04E+01,7.16E+01,3.24E+01,7.77E+01,9.00E+01,8.13E+01,7.81E+01,1.79E+02,1.58E+02,3.55E+02,1.85E+02,1.11E+02
825-Oak,1.75E-01,2.51E-01,1.28E-01,3.17E-02,2.75E-01,1.55E-01,9.63E-02,4.27E+00,5.30E+01,1.55E+02,1.99E+00,2.48E+00
A16,2.22E+01,1.41E+01,2.52E+01,2.49E+01,1.75E+01,1.66E+01,1.32E+01,1.04E+01,8.26E+00,7.86E+00,5.58E+00,5.51E+00
A2bp1,1.97E-01,3.47E-01,4.34E-01,7.98E-01,8.82E-01,5.33E-01,8.87E-01,5.74E-01,7.16E-01,7.30E-01,5.80E-01,7.57E-01
ABCB7,1.17E+01,5.53E+00,9.69E+00,7.50E+00,6.99E+00,6.72E+00,5.70E+00,4.82E+00,7.62E+00,1.51E+01,2.00E+01,2.14E+01
ACC,8.35E+00,7.74E-01,9.41E-01,1.57E+00,3.01E+00,3.33E+00,4.97E+00,1.14E+01,2.15E+01,4.05E+01,4.44E+01,5.49E+01
ACXA,0.00E+00,1.16E-02,5.71E-02,1.34E-02,3.86E-03,3.19E-03,0.00E+00,1.72E-03,1.54E-03,0.00E+00,0.00E+00,1.51E-03
ACXB,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.77E-03,2.22E-03,3.17E-03
ACXC,0.00E+00,5.95E-03,3.54E-03,0.00E+00,6.03E-03,0.00E+00,0.00E+00,7.11E-03,7.99E-03,4.71E-03,1.53E-02,6.25E-03
ACXD,2.11E-02,1.62E-01,2.84E-01,9.57E-02,2.23E-01,4.76E-01,7.96E-01,2.00E+00,2.13E+00,2.63E+00,2.69E+00,2.44E+00
ACXE,0.00E+00,2.41E-02,2.14E-02,5.24E-03,1.01E-02,3.32E-03,2.60E-03,0.00E+00,0.00E+00,3.16E-03,0.00E+00,0.00E+00
AGO1,1.60E+01,2.21E+01,2.12E+01,2.11E+01,2.11E+01,1.84E+01,2.39E+01,1.89E+01,1.76E+01,1.35E+01,1.38E+01,1.62E+01
AGO2,2.08E+01,3.37E+01,4.18E+01,3.29E+01,3.42E+01,3.02E+01,3.38E+01,3.33E+01,3.21E+01,2.99E+01,2.38E+01,2.62E+01
AGO3,3.35E-01,4.95E-01,2.85E-01,1.78E-01,2.28E-01,1.46E-01,2.90E-01,8.04E-02,1.72E-01,8.46E-02,1.51E-01,2.49E-01
AIF,2.73E+01,7.60E+00,1.08E+01,1.28E+01,1.18E+01,1.44E+01,1.44E+01,1.25E+01,1.07E+01,7.99E+00,7.74E+00,7.47E+00
ALiX,2.55E+01,2.60E+01,1.31E+01,1.51E+01,1.89E+01,2.55E+01,1.87E+01,1.91E+01,1.56E+01,1.57E+01,2.07E+01,2.30E+01
AP-1gamma,2.33E+01,1.41E+01,5.96E+00,7.77E+00,9.59E+00,1.07E+01,1.09E+01,1.31E+01,1.06E+01,9.74E+00,8.68E+00,8.58E+00
AP-1sigma,6.92E+00,6.87E+00,4.93E+00,6.16E+00,9.10E+00,1.01E+01,1.29E+01,5.96E+00,8.35E+00,4.64E+00,4.74E+00,7.40E+00
AP-2,4.71E-03,4.71E-02,8.91E-02,3.21E-01,4.08E-01,7.33E-01,6.05E-01,4.02E-01,3.06E-01,3.01E-01,4.89E-01,4.32E-01
AP-2sigma,3.11E+01,2.29E+01,4.82E+01,4.86E+01,4.78E+01,4.74E+01,4.33E+01,3.26E+01,3.66E+01,3.38E+01,2.26E+01,2.59E+01
AP-47,4.43E+01,4.57E+01,1.21E+01,1.72E+01,2.74E+01,3.62E+01,3.09E+01,3.39E+01,2.85E+01,2.36E+01,3.59E+01,3.03E+01
AP-50,2.86E+01,1.03E+01,3.21E+01,3.49E+01,3.14E+01,5.28E+01,2.88E+01,2.61E+01,2.21E+01,2.21E+01,1.77E+01,1.79E+01
APC4,1.47E+01,8.75E+00,8.69E+00,6.84E+00,5.33E+00,3.81E+00,2.64E+00,2.00E+00,1.25E+00,7.94E-01,5.62E-01,6.85E-01
APP-BP1,8.74E+00,4.19E+00,4.78E+00,3.37E+00,4.09E+00,4.91E+00,5.65E+00,2.93E+00,4.14E+00,3.11E+00,2.30E+00,3.64E+00
AQP,3.62E-02,6.05E-01,4.01E-01,2.52E-01,1.28E-01,7.60E-01,8.18E-01,1.45E+00,1.42E+00,1.68E+00,1.17E+00,7.97E-01
AR-2,0.00E+00,1.67E-02,9.26E-03,2.90E-03,1.13E-02,2.31E-02,6.93E-02,2.04E-01,6.96E-01,1.58E+00,2.75E+00,3.02E+00
ARY,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.35E-03,0.00E+00,0.00E+00,0.00E+00
ASPP,1.31E-01,3.08E+00,4.48E+00,2.83E+00,2.37E+00,1.91E+00,1.67E+00,1.72E+00,1.10E+00,1.02E+00,9.31E-01,8.29E-01
ATP7,1.33E+01,5.86E+00,3.61E+00,6.37E+00,6.43E+00,8.50E+00,7.29E+00,1.03E+01,6.85E+00,4.35E+00,5.93E+00,5.04E+00
ATPCL,2.52E+01,9.93E+00,2.38E+01,2.14E+01,1.69E+01,2.28E+01,3.22E+01,4.53E+01,1.59E+01,1.13E+01,1.61E+01,1.85E+01
ATPsyn-Cf6,9.13E+01,1.29E+02,1.08E+02,5.84E+01,7.14E+01,1.06E+02,1.04E+02,1.21E+02,1.46E+02,2.02E+02,2.27E+02,2.46E+02
ATPsyn-b,1.00E+02,1.36E+02,1.07E+02,8.40E+01,7.96E+01,1.52E+02,9.83E+01,1.62E+02,1.76E+02,2.37E+02,2.73E+02,2.32E+02
ATPsyn-beta,1.95E+02,1.85E+02,1.87E+02,1.63E+02,1.66E+02,2.49E+02,2.60E+02,2.72E+02,3.29E+02,3.36E+02,4.57E+02,3.74E+02
ATPsyn-d,1.12E+02,1.23E+02,8.84E+01,7.25E+01,7.93E+01,1.22E+02,1.03E+02,1.34E+02,1.56E+02,2.36E+02,2.58E+02,2.55E+02
ATPsyn-gamma,1.16E+02,8.14E+01,4.50E+01,5.21E+01,6.82E+01,1.35E+02,1.07E+02,1.87E+02,1.80E+02,2.38E+02,2.70E+02,2.41E+02
