gene_name,em0-2hr,em2-4hr,em4-6hr,em6-8hr,em8-10hr,em10-12hr,em12-14hr,em14-16hr,em16-18hr,em18-20hr,em20-22hr,em22-24hr
Uch,8.68E+01,6.95E+00,4.39E+00,1.70E+00,1.87E+00,2.79E+00,3.69E+00,4.34E+00,3.69E+00,2.86E+00,1.65E+00,2.13E+00
Uch-L3,7.44E+01,9.48E+01,4.85E+01,3.47E+01,3.80E+01,3.08E+01,2.52E+01,1.94E+01,1.76E+01,8.76E+00,1.74E+01,1.94E+01
Ucp4A,9.03E+00,2.42E+00,3.77E+00,4.78E+00,4.17E+00,5.31E+00,4.41E+00,5.10E+00,5.07E+00,7.34E+00,5.79E+00,4.91E+00
Ucp4B,0.00E+00,1.88E-01,5.75E-01,3.73E-01,2.64E-01,2.97E-01,1.92E-01,2.57E-01,2.37E-01,3.31E-01,9.98E-02,1.74E-01
Ucp4C,0.00E+00,7.12E-02,5.23E-01,3.32E-01,9.38E-02,1.25E-01,9.28E-03,3.20E-02,2.30E-02,5.57E-03,1.58E-02,1.12E-02
Ucrh,3.11E+01,4.30E+01,6.08E+01,3.70E+01,3.95E+01,6.85E+01,9.24E+01,3.13E+01,5.83E+01,3.29E+01,5.96E+01,1.03E+02
Ude,1.22E+00,1.76E+00,1.09E+00,1.09E+00,1.13E+00,1.68E+00,2.35E+00,5.25E+00,1.70E+01,5.37E+01,4.66E+01,5.73E+01
Uev1A,5.21E+01,7.12E+01,4.04E+01,2.78E+01,3.71E+01,4.10E+01,2.90E+01,2.05E+01,1.84E+01,1.04E+01,1.24E+01,1.60E+01
Ufd1-like,2.94E+01,7.38E+00,1.75E+01,1.87E+01,1.82E+01,1.99E+01,1.45E+01,1.15E+01,9.03E+00,7.37E+00,5.96E+00,6.47E+00
Ugt,2.04E+01,1.48E+01,2.30E+01,1.89E+01,1.53E+01,1.31E+01,1.61E+01,7.66E+00,5.26E+00,2.82E+00,1.87E+00,2.23E+00
Ugt35a,6.39E+00,4.08E+00,1.95E+00,3.61E+00,6.64E+00,4.99E+00,9.08E+00,1.04E+01,1.42E+01,1.44E+01,1.92E+01,2.89E+01
Ugt35b,4.19E-03,8.00E-02,1.82E-01,1.06E+00,1.46E+00,6.16E-01,4.03E-01,1.13E-01,2.63E-01,3.44E-01,1.45E-01,2.07E-01
Ugt36Ba,2.54E-02,4.85E-01,2.24E+00,1.85E+00,2.31E+00,1.74E+00,2.37E+00,3.39E+00,7.77E+00,6.86E+00,4.12E+00,6.25E+00
Ugt36Bb,0.00E+00,0.00E+00,2.05E-02,1.29E-02,1.50E-02,2.04E-02,6.40E-03,3.09E-02,1.12E-01,1.36E-01,3.11E-01,3.60E-01
Ugt36Bc,1.31E-01,1.36E+00,7.64E+00,7.21E+00,8.46E+00,1.45E+01,1.23E+01,1.26E+01,2.01E+01,2.71E+01,2.64E+01,2.50E+01
Ugt37a1,0.00E+00,5.74E-03,0.00E+00,9.92E-03,5.79E-03,3.48E-02,1.77E-02,2.05E-02,2.76E-02,1.27E-01,4.88E-01,6.23E-01
Ugt37b1,3.38E-02,3.79E-02,2.54E-02,5.79E-02,8.14E-02,1.54E-01,5.76E-01,3.20E+00,1.11E+01,1.63E+01,6.85E+00,8.87E+00
Ugt37c1,8.76E-03,1.46E-02,2.34E-02,1.80E-01,3.77E-01,1.99E+00,5.72E+00,2.23E+00,7.40E-01,2.04E+00,1.98E+01,1.86E+01
Ugt58Fa,2.00E-01,2.69E-01,4.80E-01,3.58E+00,6.04E+00,1.61E+01,2.22E+01,2.51E+01,1.90E+01,1.07E+01,1.84E+00,2.38E+00
Ugt86Da,8.14E+00,1.19E+00,3.81E-01,9.55E-01,1.11E+00,2.61E+00,2.83E+00,3.83E+00,1.24E+01,1.84E+01,1.83E+01,2.29E+01
Ugt86Dc,1.20E-02,3.60E-02,8.02E-03,0.00E+00,4.55E-03,2.61E-02,6.42E-02,4.42E-02,3.07E-01,1.08E+00,1.84E+00,2.91E+00
Ugt86Dd,0.00E+00,1.98E-02,8.73E-02,9.94E-02,4.80E-01,6.77E-01,4.48E-01,1.60E-01,3.74E-01,9.57E-01,3.12E+00,5.56E+00
Ugt86De,4.21E-03,1.42E-02,3.93E-02,8.63E-02,1.29E-01,1.45E-01,3.83E-01,4.27E-01,2.64E+00,5.80E+00,1.41E+01,2.06E+01
Ugt86Dg,0.00E+00,0.00E+00,0.00E+00,2.26E-02,0.00E+00,2.15E-02,2.35E-02,6.49E-02,2.70E-01,6.13E-01,1.55E+00,2.18E+00
Ugt86Dh,0.00E+00,2.17E-02,3.22E-02,4.41E-02,9.34E-02,1.75E-01,3.28E-01,8.76E-01,3.00E+00,6.53E+00,7.49E+00,1.02E+01
Ugt86Di,4.63E-02,6.51E-02,2.13E-02,1.42E-02,1.97E-02,2.97E-02,2.95E-02,5.82E-03,3.14E-02,7.44E-02,8.93E-02,1.38E-01
Ugt86Dj,3.82E-03,0.00E+00,1.55E-02,4.16E-02,7.01E-02,1.40E-01,3.38E-01,3.88E-01,1.02E+00,1.98E+00,2.68E+00,3.97E+00
Uhg1,1.45E-01,1.43E+00,3.35E+00,2.61E+00,3.61E+00,2.83E+00,4.52E+00,3.08E-01,8.39E-01,4.87E-01,1.70E+00,2.82E+00
Uhg2,1.05E+00,4.54E+00,9.97E+00,1.42E+01,1.83E+01,3.18E+01,2.33E+01,6.60E+00,6.95E+00,6.21E+00,1.33E+01,1.48E+01
Uhg3,1.13E+00,1.17E+00,3.04E+00,3.29E+00,3.85E+00,3.88E+00,4.64E+00,6.57E-01,1.26E+00,8.95E-01,1.93E+00,2.63E+00
Uhg4,7.49E-01,2.00E+00,6.50E+00,6.05E+00,8.53E+00,1.34E+01,1.44E+01,1.38E+00,2.49E+00,1.35E+00,4.39E+00,5.82E+00
Uhg5,2.66E-01,2.12E+00,5.23E+00,5.44E+00,5.97E+00,7.30E+00,8.64E+00,8.86E-01,1.97E+00,9.83E-01,3.95E+00,5.85E+00
Uhg7,5.46E+01,6.70E+01,4.82E+01,6.27E+01,7.23E+01,6.01E+01,5.06E+01,5.21E+01,5.79E+01,5.50E+01,5.60E+01,6.16E+01
Uhg8,1.80E-01,4.24E-01,1.51E+00,1.65E+00,2.87E+00,3.51E+00,3.90E+00,3.73E-01,8.05E-01,2.87E-01,9.84E-01,1.34E+00
Ulp1,2.61E+01,3.35E+01,3.50E+01,2.17E+01,2.08E+01,1.03E+01,1.73E+01,1.08E+01,8.37E+00,4.36E+00,8.17E+00,9.60E+00
Unc-115a,9.65E-01,2.08E+00,4.31E+00,8.60E+00,1.04E+01,1.59E+01,1.71E+01,1.71E+01,1.83E+01,2.81E+01,2.68E+01,2.55E+01
Unc-115b,7.45E+00,9.69E+00,1.22E+01,2.09E+01,2.56E+01,4.08E+01,3.50E+01,3.82E+01,3.18E+01,4.40E+01,3.62E+01,3.64E+01
Unc-76,3.60E+00,9.96E-01,1.07E+00,1.84E+00,3.18E+00,6.06E+00,8.19E+00,7.37E+00,8.12E+00,7.39E+00,3.30E+00,4.03E+00
Unc-89,2.40E-02,3.25E-02,7.23E-02,1.10E-01,1.82E-01,1.30E-01,1.76E-01,2.06E+00,8.87E+00,2.25E+01,2.32E+01,2.25E+01
Unr,2.00E+01,2.24E+01,1.27E+01,1.35E+01,1.63E+01,1.43E+01,1.46E+01,9.67E+00,8.71E+00,5.31E+00,5.33E+00,7.05E+00
Updo,3.53E+01,1.26E+01,2.38E+01,2.96E+01,2.75E+01,4.74E+01,2.97E+01,3.51E+01,2.68E+01,2.34E+01,1.78E+01,1.83E+01
Upf1,1.70E+01,7.21E+00,1.97E+01,1.85E+01,1.51E+01,1.53E+01,1.18E+01,1.05E+01,7.91E+00,7.03E+00,5.71E+00,5.20E+00
Upf2,8.36E+00,1.31E+01,1.16E+01,1.02E+01,1.09E+01,9.65E+00,9.12E+00,6.60E+00,4.60E+00,3.25E+00,3.72E+00,3.97E+00
Upf3,1.36E+01,1.55E+01,1.26E+01,1.34E+01,1.18E+01,9.44E+00,8.42E+00,7.43E+00,5.25E+00,4.11E+00,5.31E+00,4.80E+00
Uro,0.00E+00,3.42E-01,1.40E-01,1.11E-02,1.92E-02,1.62E-02,7.30E-03,9.25E-03,2.04E-02,1.50E-02,3.47E-02,2.99E-02
Use1,7.01E+00,3.46E+00,4.51E+00,4.01E+00,3.80E+00,3.03E+00,3.89E+00,1.13E+00,1.69E+00,1.57E+00,1.73E+00,2.30E+00
Usf,9.06E+00,5.47E+00,6.03E+00,6.37E+00,6.05E+00,5.40E+00,5.32E+00,5.42E+00,4.65E+00,3.60E+00,3.27E+00,3.61E+00
Usp7,3.75E+01,4.47E+01,2.67E+01,2.20E+01,2.26E+01,1.55E+01,1.99E+01,1.71E+01,1.51E+01,1.01E+01,1.30E+01,1.52E+01
Utx,1.04E+01,2.02E+01,2.28E+01,1.63E+01,1.73E+01,1.27E+01,1.58E+01,6.85E+00,6.45E+00,4.10E+00,6.35E+00,7.64E+00
Uvrag,1.14E+01,6.33E+00,1.18E+01,1.03E+01,9.83E+00,1.31E+01,7.65E+00,7.03E+00,6.13E+00,6.58E+00,4.86E+00,5.10E+00
VAChT,1.08E-02,1.65E-02,1.47E-02,8.19E-02,1.89E-01,1.02E+00,2.48E+00,2.60E+00,4.66E+00,4.56E+00,3.51E+00,5.02E+00
VGAT,1.62E-02,9.12E-03,3.80E-02,2.19E-01,4.27E-01,2.91E+00,3.41E+00,5.83E+00,7.76E+00,8.08E+00,6.43E+00,7.55E+00
VGlut,4.00E-03,2.25E-03,7.23E-03,2.28E-02,4.55E-02,2.05E-01,5.30E-01,1.29E+00,2.71E+00,3.18E+00,2.73E+00,3.46E+00
Vago,3.63E-02,3.11E-02,8.12E-02,8.89E-03,9.27E-02,1.10E-01,1.85E-01,8.11E-01,5.69E+00,8.62E+00,3.08E+00,3.02E+00
Vang,9.44E+00,1.19E+01,1.92E+01,3.64E+01,3.98E+01,3.44E+01,2.90E+01,1.33E+01,9.27E+00,5.88E+00,3.50E+00,4.25E+00
Vap-33-1,1.85E+01,1.89E+01,2.21E+01,2.17E+01,2.05E+01,1.85E+01,1.85E+01,7.38E+00,8.60E+00,7.67E+00,7.68E+00,9.93E+00
Vdup1,2.10E-01,1.18E+00,2.15E+00,6.21E+00,1.03E+01,2.81E+01,2.60E+01,3.86E+01,6.39E+01,4.82E+01,1.07E+01,1.39E+01
Vha100-1,1.33E+01,1.67E+01,1.45E+01,1.31E+01,1.34E+01,1.40E+01,1.46E+01,1.39E+01,1.25E+01,1.05E+01,1.16E+01,1.20E+01
Vha100-2,2.99E+01,4.84E+00,2.55E+00,4.95E+00,6.98E+00,1.17E+01,1.26E+01,1.85E+01,2.60E+01,4.35E+01,6.32E+01,6.95E+01
Vha100-3,0.00E+00,0.00E+00,2.06E-02,1.10E-02,1.59E-02,1.57E-02,3.68E-02,4.51E-02,5.83E-02,4.23E-02,1.73E-02,7.43E-03
Vha100-4,3.63E-02,2.26E-02,3.93E-02,1.26E-01,2.65E-01,1.26E+00,2.01E+00,3.35E+00,7.49E+00,1.86E+01,3.48E+01,3.60E+01
Vha100-5,4.09E-02,2.53E-02,3.11E-02,7.58E-02,1.76E-01,2.48E-01,8.89E-01,8.91E+00,1.55E+01,1.89E+01,2.35E+01,2.54E+01
Vha13,1.14E+02,3.11E+01,1.51E+01,1.99E+01,3.33E+01,7.12E+01,5.98E+01,8.98E+01,1.44E+02,2.23E+02,3.30E+02,3.05E+02
Vha14-1,5.00E+01,5.11E+01,4.94E+01,3.94E+01,4.59E+01,7.11E+01,5.58E+01,5.81E+01,8.22E+01,1.10E+02,1.78E+02,2.00E+02
Vha14-2,0.00E+00,9.11E-03,1.89E-02,2.77E-02,4.13E-02,9.79E-02,8.25E-02,3.79E-02,7.52E-02,2.86E-02,3.99E-02,4.12E-02
Vha16-1,5.85E+01,5.38E+01,3.27E+01,3.34E+01,4.22E+01,5.69E+01,6.76E+01,6.84E+01,1.14E+02,1.44E+02,2.05E+02,1.77E+02
Vha16-2,0.00E+00,1.42E-02,0.00E+00,0.00E+00,1.45E-02,2.39E-02,1.87E-02,0.00E+00,2.31E-02,3.39E-02,3.17E-02,1.13E-02
Vha16-3,0.00E+00,1.72E-01,4.96E-01,1.26E-01,3.70E-02,2.03E-02,3.97E-02,3.29E-02,1.97E-02,6.09E-02,2.70E-02,2.85E-02
Vha16-4,0.00E+00,0.00E+00,0.00E+00,1.32E-02,1.16E-01,1.33E-01,6.37E-02,0.00E+00,1.21E-02,0.00E+00,0.00E+00,5.93E-02
Vha16-5,2.63E+00,4.43E+00,2.55E+00,2.42E+00,1.85E+00,1.22E+00,1.01E+00,8.93E-01,7.72E-01,1.02E+00,1.68E+00,1.42E+00
Vha26,6.87E+01,7.97E+01,4.91E+01,3.49E+01,5.23E+01,5.24E+01,7.31E+01,7.13E+01,1.20E+02,1.51E+02,2.32E+02,2.85E+02
Vha36-1,7.16E+01,1.93E+01,1.51E+01,2.76E+01,5.15E+01,8.86E+01,5.73E+01,7.30E+01,1.05E+02,1.49E+02,2.14E+02,2.57E+02
Vha36-2,1.49E-02,1.67E-02,4.43E-02,0.00E+00,2.26E-02,3.24E-02,2.90E-02,1.50E-02,4.48E-02,5.72E-02,4.91E-02,3.38E-02
Vha36-3,8.35E-02,8.67E-02,7.17E-02,1.12E-01,2.04E-01,1.05E+00,2.25E+00,7.68E+00,1.16E+01,1.62E+01,1.66E+01,1.81E+01
Vha44,7.21E+00,3.54E+00,2.48E+00,2.33E+00,2.80E+00,3.21E+00,4.20E+00,5.56E+00,1.03E+01,1.79E+01,3.23E+01,3.64E+01
Vha55,1.08E+02,2.68E+01,8.77E+00,1.54E+01,2.68E+01,3.64E+01,4.33E+01,1.01E+02,1.47E+02,2.09E+02,2.85E+02,2.69E+02
Vha68-1,1.18E+00,2.16E+00,2.83E+00,6.29E+00,8.82E+00,2.02E+01,2.21E+01,2.93E+01,2.94E+01,3.34E+01,2.79E+01,3.11E+01
Vha68-2,9.04E+01,1.98E+01,7.36E+00,9.35E+00,1.61E+01,3.64E+01,4.57E+01,1.02E+02,1.37E+02,1.95E+02,2.82E+02,2.68E+02
Vha68-3,2.36E-01,6.77E-02,1.30E-02,1.10E-02,1.90E-02,5.40E-02,6.02E-02,1.22E-01,1.70E-01,2.40E-01,8.07E-01,3.16E-01
VhaAC39-1,6.96E+01,3.62E+01,2.29E+01,2.66E+01,3.17E+01,3.80E+01,4.21E+01,6.18E+01,8.30E+01,1.16E+02,1.60E+02,1.68E+02
VhaAC39-2,5.87E-03,1.18E-01,2.62E-01,1.08E-01,9.30E-02,5.46E-02,3.84E-02,1.77E-02,2.12E-02,7.79E-02,2.90E-02,1.20E-02
VhaAC45,5.81E+01,3.70E+01,4.29E+01,4.96E+01,5.48E+01,5.92E+01,6.06E+01,8.56E+01,1.15E+02,1.76E+02,2.44E+02,2.62E+02
VhaM8.9,4.49E+01,2.92E+01,2.98E+01,3.18E+01,3.60E+01,5.35E+01,4.37E+01,6.21E+01,7.58E+01,1.18E+02,1.66E+02,1.56E+02
VhaM9.7-a,1.49E-01,1.79E+00,4.70E+00,5.02E+00,4.43E+00,5.92E+00,4.73E+00,4.20E+00,6.45E+00,6.54E+00,5.13E+00,5.17E+00
VhaM9.7-b,4.27E+01,2.34E+01,2.55E+01,2.57E+01,3.49E+01,4.26E+01,4.08E+01,3.46E+01,5.85E+01,7.71E+01,1.08E+02,1.28E+02
VhaM9.7-c,1.40E+01,1.61E+01,1.43E+01,1.28E+01,1.50E+01,1.44E+01,1.33E+01,9.10E+00,9.14E+00,5.88E+00,4.94E+00,6.75E+00
VhaM9.7-d,0.00E+00,1.21E-01,9.33E-01,8.81E-02,1.05E-01,8.49E-02,5.62E-02,3.10E-02,7.70E-02,1.17E-01,1.89E-02,8.55E-02
VhaPPA1-1,7.36E+01,5.37E+01,5.54E+01,5.79E+01,5.88E+01,6.71E+01,5.55E+01,7.83E+01,9.63E+01,1.42E+02,2.06E+02,1.94E+02
VhaPPA1-2,7.43E-02,7.49E-01,7.24E-01,6.73E-01,3.92E-01,3.32E-01,7.82E-02,1.75E-02,2.01E-02,3.14E-02,5.91E-02,2.94E-02
VhaSFD,2.40E+01,1.95E+01,1.09E+01,1.01E+01,1.21E+01,1.59E+01,1.56E+01,2.24E+01,3.40E+01,5.61E+01,8.36E+01,9.29E+01
Vhl,7.29E+00,6.09E+00,9.30E+00,7.53E+00,7.27E+00,8.44E+00,6.62E+00,5.09E+00,5.32E+00,4.40E+00,4.44E+00,5.10E+00
Victoria,2.64E-02,5.93E-02,9.67E-02,3.83E-01,7.16E-01,7.94E+00,2.21E+01,1.84E+01,4.92E+00,3.61E-01,6.84E-02,1.63E-01
Vinc,1.19E+01,4.18E+00,1.11E+00,1.99E+00,3.51E+00,9.51E+00,1.03E+01,1.82E+01,1.92E+01,3.53E+01,3.26E+01,2.81E+01
Vkor,0.00E+00,2.63E-02,3.16E-01,4.58E-02,5.29E-02,6.51E-02,8.49E-02,7.09E-02,1.04E-01,1.96E-01,1.29E-01,3.91E-01
Vm26Aa,7.11E-02,1.47E-01,2.06E-01,3.14E-01,2.02E-01,2.77E-01,1.04E-01,1.07E-01,1.29E-01,1.15E-01,8.81E-02,5.25E-02
Vm26Ab,1.10E-01,1.64E-01,2.51E-01,3.22E-01,2.23E-01,1.02E-01,9.77E-02,2.82E-01,1.10E-01,1.08E-01,1.20E-01,1.18E-01
Vm26Ac,0.00E+00,2.74E-02,8.12E-03,2.38E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.07E-02
Vm32E,0.00E+00,0.00E+00,1.16E-02,0.00E+00,1.98E-02,0.00E+00,3.81E-02,0.00E+00,1.70E-02,1.53E-02,2.13E-02,1.54E-02
Vm34Ca,0.00E+00,1.36E-01,1.11E-01,2.45E-01,1.84E-01,5.34E-02,4.27E-02,1.24E-01,3.61E-02,6.85E-02,6.52E-03,8.70E-02
Vmat,5.76E-03,3.57E-02,1.82E-02,3.91E-02,7.11E-02,3.24E-01,8.63E-01,1.85E+00,3.30E+00,6.21E+00,4.43E+00,5.86E+00
Vml,1.76E-02,6.89E-02,5.03E-02,6.58E-02,4.96E-02,2.86E-02,4.47E-02,5.73E-02,9.89E-02,3.60E-01,9.19E-02,1.12E-01
Vps13,2.69E+00,2.67E+00,9.63E+00,1.23E+01,1.25E+01,7.04E+00,1.25E+01,8.76E+00,1.53E+01,2.05E+01,1.24E+01,1.48E+01
Vps16A,8.22E+00,5.11E+00,1.25E+01,9.14E+00,7.84E+00,8.22E+00,1.06E+01,5.17E+00,5.44E+00,3.85E+00,2.63E+00,3.41E+00
Vps16B,1.27E+01,2.32E+00,2.89E+00,4.11E+00,4.26E+00,5.22E+00,3.32E+00,2.54E+00,1.94E+00,2.04E+00,1.28E+00,1.44E+00
Vps20,2.52E+01,1.17E+01,1.84E+01,2.52E+01,2.24E+01,2.39E+01,1.79E+01,1.81E+01,1.76E+01,1.81E+01,1.50E+01,1.63E+01
Vps25,2.53E+01,1.96E+01,2.75E+01,2.56E+01,2.31E+01,3.01E+01,1.38E+01,1.59E+01,1.16E+01,1.24E+01,1.10E+01,1.11E+01
Vps26,3.12E+01,3.36E+01,1.80E+01,2.36E+01,2.29E+01,2.07E+01,1.93E+01,1.85E+01,1.64E+01,1.09E+01,1.49E+01,1.44E+01
Vps28,1.65E+01,1.61E+01,2.71E+01,2.25E+01,1.86E+01,2.09E+01,1.30E+01,1.39E+01,1.28E+01,1.37E+01,1.16E+01,1.17E+01
Vps33B,5.52E+00,4.45E+00,3.37E+00,3.04E+00,3.71E+00,5.22E+00,4.46E+00,2.45E+00,2.39E+00,1.85E+00,1.29E+00,1.76E+00
Vps35,2.27E+01,2.77E+01,2.24E+01,1.88E+01,2.20E+01,2.02E+01,2.05E+01,1.59E+01,1.31E+01,9.73E+00,1.21E+01,1.33E+01
Vps36,6.74E+00,5.03E+00,1.10E+01,9.72E+00,8.33E+00,8.71E+00,5.88E+00,5.69E+00,4.74E+00,5.26E+00,4.07E+00,4.56E+00
Vps4,2.58E+01,2.35E+01,2.79E+01,2.42E+01,2.17E+01,2.06E+01,1.59E+01,1.53E+01,1.31E+01,1.62E+01,1.30E+01,1.40E+01
Vps45,8.22E+00,2.19E+00,4.36E+00,3.66E+00,3.26E+00,2.80E+00,3.28E+00,2.15E+00,2.81E+00,2.30E+00,2.20E+00,2.82E+00
Vrp1,4.20E+00,3.26E+00,2.75E+00,3.65E+00,6.02E+00,4.41E+00,4.17E+00,3.62E+00,3.50E+00,4.04E+00,4.50E+00,4.08E+00
Vsx1,1.48E-02,4.99E-02,2.02E-01,4.92E-01,4.33E-01,6.05E-01,3.80E-01,4.91E-01,2.80E-01,3.08E-01,1.74E-01,1.51E-01
Vsx2,5.60E-03,7.39E-03,6.34E-03,8.09E-03,9.94E-03,2.18E-02,2.38E-02,3.52E-02,3.46E-02,5.40E-02,3.01E-02,3.58E-02
Vti1,1.37E+01,8.55E+00,6.64E+00,4.93E+00,5.22E+00,6.35E+00,5.53E+00,2.81E+00,3.78E+00,3.63E+00,3.32E+00,4.09E+00
W,1.81E-01,6.04E-01,2.36E+00,2.50E+00,2.27E+00,2.24E+00,1.96E+00,6.39E-01,3.19E-01,1.84E-01,8.78E-02,1.06E-01
WASp,6.83E+00,2.95E+00,3.45E+00,3.51E+00,3.50E+00,3.46E+00,3.48E+00,7.07E+00,9.18E+00,9.12E+00,7.46E+00,7.05E+00
WDR79,1.29E+01,1.22E+01,1.18E+01,1.17E+01,9.81E+00,7.68E+00,3.41E+00,3.23E+00,1.85E+00,2.22E+00,1.72E+00,1.69E+00
WRNexo,1.36E+01,3.82E+00,2.22E+01,2.13E+01,1.23E+01,7.56E+00,5.59E+00,1.18E+00,1.84E+00,1.27E+00,7.27E-01,9.44E-01
Wbp2,5.53E+00,6.65E+00,4.89E+00,5.70E+00,6.10E+00,6.69E+00,6.12E+00,5.38E+00,9.45E+00,1.53E+01,1.75E+01,1.96E+01
Wdr82,3.12E+01,4.42E+01,4.65E+01,3.50E+01,3.34E+01,3.05E+01,2.24E+01,2.01E+01,1.48E+01,9.97E+00,9.04E+00,1.00E+01
Whamy,8.35E-02,1.98E-01,4.60E-01,1.14E-01,1.34E-01,1.21E-01,1.41E-01,1.79E+00,6.39E+00,1.23E+01,1.09E+01,1.17E+01
Wnk,1.07E+01,2.30E+00,5.10E+00,5.60E+00,4.74E+00,2.88E+00,5.87E+00,5.53E+00,4.61E+00,4.56E+00,4.05E+00,4.65E+00
Wnt10,5.40E-03,6.73E-03,8.04E-03,1.41E-02,1.92E-02,7.38E-02,7.78E-02,7.70E-02,5.60E-02,4.93E-02,4.39E-02,4.74E-02
Wnt2,1.94E-02,2.06E-01,7.78E-01,1.79E+00,1.55E+00,1.20E+00,1.10E+00,1.07E+00,7.08E-01,4.20E-01,2.72E-01,2.83E-01
Wnt4,2.41E-02,2.07E-01,8.51E-01,2.43E+00,2.50E+00,3.48E+00,3.42E+00,2.75E+00,1.73E+00,1.39E+00,7.86E-01,7.94E-01
Wnt5,8.31E+00,1.28E+01,2.04E+01,2.84E+01,2.42E+01,2.59E+01,2.47E+01,1.53E+01,9.68E+00,6.97E+00,5.39E+00,5.46E+00
Wnt6,1.06E-02,1.27E-01,4.78E-01,1.05E+00,9.72E-01,4.87E-01,2.68E-01,1.46E-01,1.77E-01,2.51E-01,2.82E-01,3.05E-01
Wsck,5.98E+00,2.27E+00,1.43E+00,7.58E+00,1.16E+01,1.72E+01,1.18E+01,7.56E+00,4.94E+00,4.72E+00,3.05E+00,2.94E+00
Wwox,3.70E+00,4.65E+00,4.27E+00,2.45E+00,2.54E+00,2.63E+00,2.19E+00,2.54E+00,2.52E+00,2.16E+00,2.67E+00,2.37E+00
X11L,1.28E+01,8.12E+00,4.97E+00,4.43E+00,6.56E+00,7.53E+00,8.44E+00,8.09E+00,7.53E+00,6.23E+00,4.53E+00,5.35E+00
X11Lbeta,4.40E-03,2.03E-02,8.56E-02,2.84E-01,3.65E-01,4.97E-01,9.44E-01,1.09E+00,7.22E-01,7.67E-01,5.35E-01,5.17E-01
XNP,3.11E+01,5.40E+01,6.96E+01,4.36E+01,3.65E+01,2.32E+01,2.11E+01,1.75E+01,1.29E+01,8.11E+00,9.03E+00,1.10E+01
XRCC1,1.96E+01,2.05E+01,1.65E+01,1.11E+01,1.13E+01,9.06E+00,7.00E+00,5.96E+00,5.20E+00,2.40E+00,7.85E+00,7.27E+00
Xbp1,5.75E+01,2.28E+01,2.74E+01,7.21E+01,1.03E+02,2.22E+02,1.28E+02,1.52E+02,1.28E+02,1.35E+02,1.10E+02,1.03E+02
Xe7,1.08E+01,1.65E+01,1.87E+01,1.80E+01,1.54E+01,1.40E+01,1.41E+01,1.01E+01,9.36E+00,9.30E+00,8.82E+00,9.08E+00
Xpac,1.25E+01,1.60E+00,3.42E+00,3.95E+00,4.22E+00,5.95E+00,3.95E+00,3.37E+00,1.99E+00,2.02E+00,1.51E+00,1.70E+00
Xpd,1.97E+01,1.18E+01,7.55E+00,4.49E+00,3.78E+00,3.44E+00,2.25E+00,2.27E+00,1.39E+00,8.97E-01,5.97E-01,7.24E-01
Xport,0.00E+00,1.68E-02,5.01E-03,2.18E-02,3.40E-02,3.49E-02,1.91E-01,3.09E-01,5.72E-01,3.32E-01,4.91E-01,5.63E-01
Xrp1,2.11E-01,3.55E-01,5.74E-01,1.58E+00,3.25E+00,8.95E+00,1.28E+01,1.39E+01,1.92E+01,2.74E+01,4.06E+01,4.30E+01
YL-1,1.61E+01,2.45E+01,2.21E+01,2.24E+01,2.03E+01,1.65E+01,1.35E+01,8.41E+00,8.27E+00,6.37E+00,1.01E+01,9.85E+00
YT521-B,3.30E+00,3.84E+00,5.96E+00,9.76E+00,1.00E+01,7.75E+00,1.22E+01,1.30E+01,8.77E+00,1.26E+01,1.49E+01,1.67E+01
Yeti,7.03E+00,1.22E+01,1.22E+01,9.12E+00,1.11E+01,1.23E+01,1.53E+01,3.96E+00,6.06E+00,4.01E+00,4.66E+00,7.23E+00
Yippee,1.40E+01,1.78E+01,2.77E+01,2.54E+01,2.45E+01,2.70E+01,1.95E+01,1.21E+01,1.10E+01,1.15E+01,6.54E+00,9.01E+00
Ykt6,3.23E+01,4.17E+01,2.38E+01,2.61E+01,2.65E+01,2.61E+01,2.43E+01,2.35E+01,1.93E+01,1.58E+01,2.37E+01,2.15E+01
Yp1,2.67E-02,7.01E-02,7.42E-02,1.65E-01,7.81E-01,2.07E-01,5.51E-02,2.41E-01,2.89E-01,3.35E-01,9.87E-02,1.77E-01
Yp2,6.56E-02,7.41E-02,1.26E-01,9.20E-02,9.60E-02,4.38E-02,5.48E-02,1.46E-01,1.13E-01,9.99E-02,4.63E-02,4.93E-02
Yp3,8.91E-02,2.20E-01,2.47E-01,2.73E-01,2.73E-01,5.50E-01,2.63E-01,3.23E-01,2.82E-01,2.82E-01,1.60E-01,1.06E-01
Yu,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
Z600,1.30E+01,2.63E+02,8.86E+00,5.25E-01,9.95E-01,2.27E-01,2.45E-01,2.02E-01,7.59E-02,4.61E-01,1.66E-01,2.29E+00
ZAP3,7.15E+00,1.08E+01,1.40E+01,1.36E+01,1.28E+01,1.21E+01,8.92E+00,6.28E+00,3.44E+00,4.61E+00,5.64E+00,4.86E+00
ZC3H3,7.53E+00,9.87E+00,1.35E+01,1.16E+01,8.58E+00,9.23E+00,8.07E+00,9.39E+00,9.12E+00,8.90E+00,8.72E+00,8.23E+00
